1991 04 14    421.248    523.514    990.051   1010.555     11.996
1991 04 15    422.537    517.234    984.117   1005.026     11.736
1991 04 16    425.506    527.467    996.431   1016.701     11.487
1991 04 17    427.099    524.774    994.444   1013.777     11.249
1991 04 18    427.537    520.158    989.416   1008.230     11.021
1991 04 19    429.802    527.654    998.352   1016.660     10.798
1991 04 20    432.074    535.864   1008.038   1025.859     10.581
1991 04 21    435.014    527.468   1001.814   1019.176     10.374
1991 04 22    438.281    526.778   1003.720   1021.007     10.188
1991 04 23    436.794    550.860   1025.772   1042.865     10.029
1991 04 24    433.248    564.536   1035.289   1051.989      9.865
1991 04 25    430.795    572.484   1040.106   1056.388      9.679
1991 04 26    431.212    581.500   1048.883   1064.757      9.499
1991 04 27    434.393    593.878   1063.794   1079.301      9.330
1991 04 28    436.843    581.383   1053.133   1068.286      9.165
1991 04 29    439.313    585.871   1059.493   1074.290      9.006
1991 04 30    440.459    616.610   1097.173   1112.677     11.291
1991 05 01    440.427    635.789   1126.592   1142.268     15.627
1991 05 02    441.557    647.859   1136.217   1151.195     14.620
1991 05 03    442.225    650.425   1137.720   1157.579     13.666
1991 05 04    451.769    688.608   1215.210   1253.709     22.905
1991 05 05    502.304    755.287   1352.669   1402.921     27.448
1991 05 06    589.683    961.708   1674.848   1800.952     32.420
1991 05 07    618.720   1064.264   1801.708   1902.722     31.180
1991 05 08    582.983   1012.977   1687.503   1745.681     24.225
1991 05 09    552.513    937.276   1559.153   1592.177     18.081
1991 05 10    536.476    890.521   1481.035   1502.869     13.915
1991 05 11    529.433    861.262   1435.467   1455.379     11.673
1991 05 12    528.103    825.339   1394.068   1413.405     10.872
1991 05 13    530.416    806.176   1376.080   1394.874     10.628
1991 05 14    533.068    813.076   1384.818   1403.122     10.400
1991 05 15    535.844    815.638   1389.476   1407.631     10.204
1991 05 16    539.046    815.844   1392.347   1410.251     10.056
1991 05 17    541.572    810.456   1388.842   1406.283      9.881
1991 05 18    542.044    794.277   1372.416   1389.394      9.685
1991 05 19    539.766    746.345   1321.510   1338.042      9.489
1991 05 20    535.558    714.137   1284.420   1300.526      9.303
1991 05 21    530.428    711.960   1276.479   1292.176      9.128
1991 05 22    524.065    699.069   1256.596   1271.899      8.953
1991 05 23    516.321    675.263   1224.437   1239.362      8.789
1991 05 24    508.327    651.410   1192.000   1206.562      8.625
1991 05 25    500.237    625.993   1157.922   1172.133      8.466
1991 05 26    491.918    592.207   1115.260   1129.135      8.317
1991 05 27    484.258    585.230   1100.346   1113.896      8.185
1991 05 28    477.080    610.207   1117.697   1130.938      8.057
1991 05 29    470.854    635.309   1135.982   1148.919      7.920
1991 05 30    465.506    654.729   1149.561   1162.209      7.787
1991 05 31    460.259    665.301   1154.404   1166.773      7.655
1991 06 01    454.781    668.224   1151.377   1163.475      7.527
1991 06 02    448.123    639.337   1115.369   1127.209      7.405
1991 06 03    440.240    616.195   1083.903   1095.490      7.283
1991 06 04    431.521    618.403   1076.953   1088.298      7.167
1991 06 05    422.850    609.741   1059.202   1070.313      7.050
1991 06 06    414.178    594.669   1035.034   1045.915      6.939
1991 06 07    405.501    580.822   1012.115   1022.779      6.833
1991 06 08    396.861    567.962    990.215   1000.663      6.727
1991 06 09    387.606    535.321    947.935    958.181      6.626
1991 06 10    377.909    514.884    917.432    927.478      6.525
1991 06 11    368.163    523.597    916.030    925.885      6.425
1991 06 12    359.155    523.941    907.005    916.673      6.329
1991 06 13    350.708    518.173    892.442    901.925      6.234
1991 06 14    342.688    508.440    874.349    883.661      6.144
1991 06 15    335.333    495.576    853.845    862.998      6.080
1991 06 16    327.924    460.520    811.116    820.135      6.011
1991 06 17    322.176    439.216    785.176    795.098      6.541
1991 06 18    324.046    454.556    803.611    813.784      6.695
1991 06 19    325.421    456.758    807.376    816.568      6.366
1991 06 20    316.009    447.753    786.867    795.621      6.160
1991 06 21    306.615    435.965    765.131    773.727      6.064
1991 06 22    301.050    421.399    744.661    753.099      5.969
1991 06 23    296.057    387.846    705.873    714.346      5.900
1991 06 24    290.972    366.256    678.953    687.278      5.831
1991 06 25    286.155    371.180    678.728    686.819      5.741
1991 06 26    282.707    370.803    674.597    682.554      5.656
1991 06 27    280.275    369.061    670.122    677.945      5.571
1991 06 28    277.331    363.717    661.544    669.232      5.492
1991 06 29    273.986    353.646    647.838    655.396      5.412
1991 06 30    270.566    324.902    615.390    622.827      5.333
1991 07 01    267.034    309.411    596.169    603.628      5.280
1991 07 02    263.496    318.459    601.567    608.957      5.264
1991 07 03    260.316    322.282    601.971    609.206      5.206
1991 07 04    258.343    328.034    605.740    613.742      5.206
